,Unnamed: 0,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
54,57,1290091,December 31,2018,California,Paradise,400 block of Apple Ln,0,0,"View Incident
View Source"
54,57,477400,December 31,2015,Colorado,Denver,24th and Larimer Street,0,1,"View Incident
View Source"
54,57,1017372,December 31,2017,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,"View Incident
View Source"
54,57,1505795,September 17,2019,New Jersey,Newark,200 block of West End Ave,0,1,"View Incident
View Source"
54,57,738903,December 31,2016,Indiana,Indianapolis,4006 Newburgh Drive,1,0,"View Incident
View Source"
55,58,1018424,December 31,2017,Utah,Magna,2665 S 8990 W,2,0,"View Incident
View Source"
55,58,1289407,December 31,2018,California,Norwalk,14300 block of Carmenita Rd,1,0,"View Incident
View Source"
55,58,740788,December 31,2016,California,Fresno,Van Ness Ave and Belmont Ave,0,0,"View Incident
View Source"
55,58,480929,December 31,2015,District of Columbia,Washington,I Street SE,0,0,"View Incident
View Source"
55,58,1506586,September 17,2019,Arkansas,Little Rock,5300 Baseline Rd,0,0,"View Incident
View Source"
56,59,476698,December 31,2015,California,Merced,500 block of T Street,0,0,"View Incident
View Source"
56,59,1505760,September 17,2019,Oklahoma,Tulsa,E 21st St and I-44,0,0,"View Incident
View Source"
56,59,1040084,December 31,2017,Pennsylvania,Millersville,300 block of W Juniata Parkway,0,0,"View Incident
View Source"
56,59,1290799,December 31,2018,Georgia,Atlanta,1479 Bouldercrest Rd,1,0,"View Incident
View Source"
56,59,825045,December 31,2016,Oklahoma,Tulsa,7700 S Lewis Ave,1,0,"View Incident
View Source"
57,60,1506575,September 17,2019,New York,Bronx,3071 Park Ave,0,1,"View Incident
View Source"
57,60,1289198,December 31,2018,Ohio,Cincinnati,Hewitt Ave and Trimble Ave,0,1,"View Incident
View Source"
57,60,1022893,December 31,2017,California,Stockton,800 Block of DuPont Dr,0,0,"View Incident
View Source"
57,60,739445,December 31,2016,South Carolina,Seabrook,Coakley Drive and Keans Neck Road,0,0,"View Incident
View Source"
57,60,476696,December 31,2015,Georgia,Atlanta,Cone and Walton,0,1,"View Incident
View Source"
58,61,739691,December 31,2016,Missouri,Kansas City,418 W 9th St,1,2,"View Incident
View Source"
58,61,476686,December 31,2015,California,Salinas,300 block of Cross Avenue,0,1,"View Incident
View Source"
58,61,1018405,December 31,2017,Louisiana,Shreveport,Virginia Avenue,0,1,"View Incident
View Source"
58,61,1506553,September 17,2019,Wisconsin,Reeseville,Mud Lake Rd,1,0,"View Incident
View Source"
58,61,1290074,December 31,2018,California,Bakersfield,1100 block of Niles St,0,0,"View Incident
View Source"
59,62,476679,December 31,2015,California,Seaside,Kalborn Road,0,1,"View Incident
View Source"
59,62,740777,December 31,2016,California,Merced,400 block of West Childs Ave,0,0,"View Incident
View Source"
59,62,1290072,December 31,2018,California,Bakersfield,1200 block of 3rd St,0,0,"View Incident
View Source"
59,62,1506551,September 17,2019,North Carolina,Raleigh,Garner Rd and Martin Luther King Jr Blvd,0,1,"View Incident
View Source"
59,62,1018396,December 31,2017,Louisiana,New Orleans,North Villere Street and Gordon Street,0,1,"View Incident
View Source"
60,63,738953,December 31,2016,New York,Mount Vernon,300 block of E 3rd Street,1,1,"View Incident
View Source"
60,63,1018378,December 31,2017,Ohio,Sandusky,Hancock St and Reese St,0,0,"View Incident
View Source"
60,63,1506052,September 17,2019,New Mexico,Albuquerque,N Channel Trail,1,0,"View Incident
View Source"
60,63,1291048,December 31,2018,Indiana,Evansville,W Washington and SE 2nd St,0,0,"View Incident
View Source"
60,63,476507,December 31,2015,Virginia,Richmond,00 block of North Thompson Street,0,1,"View Incident
View Source"
61,64,739200,December 31,2016,Ohio,Columbus,5526 Hall Rd,0,1,"View Incident
View Source"
61,64,1020462,December 31,2017,Illinois,Decatur,S Oakland Ave,0,1,"View Incident
View Source"
61,64,1506280,September 17,2019,Texas,Garland,3510 Easton Meadows Dr,0,2,"View Incident
View Source"
61,64,553464,December 31,2015,Florida,Pensacola,,0,1,"View Incident
View Source"
61,64,1290063,December 31,2018,California,Bakersfield,1200 block of Monterey St,0,0,"View Incident
View Source"
62,65,476174,December 31,2015,New York,Buffalo,100 block of Wilkes Avenue,0,1,"View Incident
View Source"
62,65,1506519,September 17,2019,Michigan,Ypsilanti,500 W Cross St,1,1,"View Incident
View Source"
62,65,1017724,December 31,2017,Tennessee,Madison,201 E Palestine Ave,1,0,"View Incident
View Source"
62,65,1288818,December 31,2018,Kentucky,Louisville,2200 block of Mary Catherine Dr,0,1,"View Incident
View Source"
62,65,739893,December 31,2016,New Jersey,Vineland,800 block of East Walnut Road,0,1,"View Incident
View Source"
63,66,739891,December 31,2016,Florida,Melbourne,2700 block of Cozumel Dr,0,0,"View Incident
View Source"
63,66,1303566,December 31,2018,Missouri,Kansas City,2640 Prospect Ave,0,0,"View Incident
View Source"
63,66,482541,December 31,2015,North Dakota,Bismarck,200 block of Riverside Park Road,0,0,"View Incident
View Source"
63,66,1506509,September 17,2019,Illinois,Chicago,9000 block of S Aberdeen St,0,0,"View Incident
View Source"
63,66,1020460,December 31,2017,Illinois,Decatur,Grand Ave,0,1,"View Incident
View Source"
64,67,1291689,December 31,2018,Florida,Naples,100 block of 14th St NW,0,0,"View Incident
View Source"
64,67,1506505,September 17,2019,Illinois,Chicago,10400 block of S Union Ave,0,1,"View Incident
View Source"
64,67,1017606,December 31,2017,Indiana,Indianapolis,5300 Acorn Ln,1,0,"View Incident
View Source"
64,67,476492,December 31,2015,New Jersey,Newark,Camden St and 13th Ave,1,0,"View Incident
View Source"
64,67,740447,December 31,2016,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,"View Incident
View Source"
65,68,476636,December 31,2015,California,San Bernardino,1300 block of West Belleview Street,0,0,"View Incident
View Source"
65,68,740761,December 31,2016,Kentucky,Louisville,,0,1,"View Incident
View Source"
65,68,1289163,December 31,2018,Alabama,Muscle Shoals,100 block of Industrial Dr,0,0,"View Incident
View Source"
65,68,1506500,September 17,2019,Illinois,Chicago,700 block of N Central Ave,0,1,"View Incident
View Source"
65,68,1018307,December 31,2017,Mississippi,Magnolia,1016 DL Jefferson Ln,1,0,"View Incident
View Source"
66,69,739193,December 31,2016,Ohio,Columbus,Lockbourne Road and Faber Avenue,0,1,"View Incident
View Source"
66,69,1289162,December 31,2018,Alabama,Muscle Shoals,1000 block of Harding Ave,0,0,"View Incident
View Source"
66,69,1506493,September 17,2019,Georgia,Augusta,1725 Marvin Griffin Rd,0,0,"View Incident
View Source"
66,69,476634,December 31,2015,California,San Bernardino,1200 block of West King Street,0,0,"View Incident
View Source"
66,69,1017638,December 31,2017,Ohio,Cleveland,Kenyon Ave and E 65th St,1,0,"View Incident
View Source"
67,70,476578,December 31,2015,Florida,Saint Petersburg,1110 32nd Street,0,1,"View Incident
View Source"
67,70,1506458,September 17,2019,Illinois,Chicago,7000 block of S Saint Lawrence Ave,0,1,"View Incident
View Source"
67,70,1292526,December 31,2018,Texas,Odessa,,0,0,"View Incident
View Source"
67,70,739864,December 31,2016,Virginia,Portsmouth,1500 block of Wilcox Avenue,1,0,"View Incident
View Source"
67,70,1019165,December 31,2017,Texas,Highlands,Mizell St,1,0,"View Incident
View Source"
68,71,1017477,December 31,2017,Kentucky,Louisville,434 Eastern Pkwy,0,1,"View Incident
View Source"
68,71,1506486,September 17,2019,Georgia,Rome,Sam Harris Rd,0,0,"View Incident
View Source"
68,71,1291013,December 31,2018,Ohio,Toledo,900 block of Bassett St,0,0,"View Incident
View Source"
68,71,479216,December 31,2015,Georgia,Winterville,1200 block of Athens Road,0,1,"View Incident
View Source"
68,71,739825,December 31,2016,Florida,Marathon,5515 Overseas Highway,0,0,"View Incident
View Source"
69,72,476476,December 31,2015,Florida,Daytona Beach,971 West International Speedway Boulevard,0,2,"View Incident
View Source"
69,72,738850,December 31,2016,Illinois,Chicago,5600 block of S Albany,0,1,"View Incident
View Source"
69,72,1289307,December 31,2018,Massachusetts,Fitchburg,81 Summit St,0,0,"View Incident
View Source"
69,72,1506481,September 17,2019,Illinois,Chicago,700 block of W 73rd St,0,1,"View Incident
View Source"
69,72,1017406,December 31,2017,Virginia,Norfolk,3700 block of Tait Terr,1,0,"View Incident
View Source"
70,73,506095,December 31,2015,Illinois,Troy,,0,0,"View Incident
View Source"
70,73,1291007,December 31,2018,California,La Verne,1800 block of 1st St,0,0,"View Incident
View Source"
70,73,1017888,December 31,2017,District of Columbia,Washington,3200 block of Georgia Ave NW,0,1,"View Incident
View Source"
70,73,742697,December 31,2016,Indiana,East Chicago,,0,1,"View Incident
View Source"
70,73,1506475,September 17,2019,Georgia,South Fulton,400 block of Espana St,0,0,"View Incident
View Source"
71,74,476119,December 31,2015,Alaska,Fairbanks,,0,0,"View Incident
View Source"
71,74,1288781,December 31,2018,Florida,Miami,374 NW 27th Ave,1,0,"View Incident
View Source"
71,74,739160,December 31,2016,Ohio,Dayton,2800 block of Preston Street,0,1,"View Incident
View Source"
71,74,1018928,December 31,2017,West Virginia,Morgantown,1824 Cassville-Mount Morris Rd,0,2,"View Incident
View Source"
71,74,1506468,September 17,2019,Illinois,Chicago,2600 block of W Lithuanian Plaza Ct,0,1,"View Incident
View Source"
72,75,1506470,September 17,2019,Georgia,Douglasville,7060 Concourse Pkwy,0,1,"View Incident
View Source"
72,75,1303867,December 31,2018,Mississippi,Vicksburg,2828 Ken Karl Ave,0,1,"View Incident
View Source"
72,75,751458,December 31,2016,New Jersey,Newark,,0,0,"View Incident
View Source"
72,75,1017760,December 31,2017,Florida,Boynton Beach,200 Block of NW 3rd Ave,2,0,"View Incident
View Source"
72,75,477916,December 31,2015,Ohio,Cleveland,3300 block of Fulton Road,0,1,"View Incident
View Source"
73,76,1506456,September 17,2019,Florida,Saint Petersburg,Queensboro Ave S and Yale St,1,0,"View Incident
View Source"
73,76,742557,December 31,2016,Minnesota,South Saint Paul,400 block of Camber Avenue,0,0,"View Incident
View Source"
73,76,1022743,December 31,2017,Maryland,Salisbury,200 block of Winterborn Ln,0,0,"View Incident
View Source"
73,76,477332,December 31,2015,Louisiana,New Orleans,3400 block of Mistletoe Street,0,0,"View Incident
View Source"
73,76,1290982,December 31,2018,Ohio,Circleville,Fairview Blvd,0,0,"View Incident
View Source"
74,77,1017648,December 31,2017,Mississippi,Byram,131 Handley Boulevard,0,1,"View Incident
View Source"
74,77,476445,December 31,2015,Ohio,Zanesville,768 Pine Street,0,1,"View Incident
View Source"
74,77,746433,December 31,2016,Kansas,Leavenworth,,0,0,"View Incident
View Source"
74,77,1303872,December 31,2018,South Carolina,North Charleston,7335 Stall Rd,1,0,"View Incident
View Source"
74,77,1506442,September 17,2019,Florida,Bradenton,3212 1st St,1,0,"View Incident
View Source"
75,79,1506422,September 17,2019,Maryland,Baltimore,500 block of S Smallwood St,0,1,"View Incident
View Source"
75,79,1289098,December 31,2018,California,Los Angeles,7100 block of Kansas Ave,1,0,"View Incident
View Source"
75,79,476740,December 31,2015,South Carolina,Gaffney,,1,0,"View Incident
View Source"
75,79,763736,December 31,2016,Kentucky,Louisville,300 block of South 38th Street,0,1,"View Incident
View Source"
75,79,1021733,December 31,2017,Illinois,East Saint Louis,2300 Ridge Ave,0,0,"View Incident
View Source"
76,80,1017644,December 31,2017,Texas,Houston,14000 block of Park Row Dr,0,1,"View Incident
View Source"
76,80,740708,December 31,2016,North Carolina,Pitt (county),921 Coward Lane,0,1,"View Incident
View Source"
76,80,476619,December 31,2015,New York,Rochester,Hoff Street,0,1,"View Incident
View Source"
76,80,1506419,September 17,2019,Maryland,Baltimore,600 block of Winston Ave,0,2,"View Incident
View Source"
76,80,1289412,December 31,2018,Washington,Seattle,9600 block of Aurora Avenue North,1,0,"View Incident
View Source"
77,81,741084,December 31,2016,Texas,Austin,Brazos St and E 6th St,0,1,"View Incident
View Source"
77,81,477311,December 31,2015,California,Santa Ana,1000 block of South Sullivan Street,0,1,"View Incident
View Source"
77,81,1506417,September 17,2019,New York,Oceanside,Columbus Ave,1,0,"View Incident
View Source"
77,81,1289458,December 31,2018,New Hampshire,Portsmouth,697 Islington St,0,0,"View Incident
View Source"
77,81,1020965,December 31,2017,Florida,Saint Petersburg,170 Beach Dr NE,0,1,"View Incident
View Source"
78,82,741593,December 31,2016,Ohio,Youngstown,W Delason Ave,0,0,"View Incident
View Source"
78,82,1506135,September 17,2019,District of Columbia,Washington,300 Indiana Ave,0,0,"View Incident
View Source"
78,82,1019711,December 31,2017,Florida,Cape Coral,5703 Cape Harbour Dr,0,0,"View Incident
View Source"
78,82,478425,December 31,2015,California,Wasco,1000 block of 16th Street,1,0,"View Incident
View Source"
78,82,1289437,December 31,2018,Texas,Dallas,2728 N Buckner Blvd,1,0,"View Incident
View Source"
79,83,476778,December 31,2015,Maryland,Greensboro,MD-313,0,0,"View Incident
View Source"
79,83,1506391,September 17,2019,Ohio,Akron,985 Gorge Blvd,0,0,"View Incident
View Source"
79,83,1017635,December 31,2017,Louisiana,Shreveport,400 block of E 66th Street,0,0,"View Incident
View Source"
79,83,742643,December 31,2016,Florida,Bryceville,12000 block of CR 121,2,0,"View Incident
View Source"
79,83,1290436,December 31,2018,Nebraska,Omaha,2514 Bristol St,0,0,"View Incident
View Source"
80,84,739098,December 31,2016,Louisiana,Shreveport,4025 Golf Links Blvd,1,0,"View Incident
View Source"
80,84,476607,December 31,2015,New York,Malverne,Southern State Parkway,0,1,"View Incident
View Source"
80,84,1291281,December 31,2018,Florida,Fort Myers,3647 Minnesota Dr,0,0,"View Incident
View Source"
80,84,1018148,December 31,2017,Maryland,Baltimore,500 block of S Bentalou St,0,0,"View Incident
View Source"
80,84,1506380,September 17,2019,New Jersey,Elizabeth,400 block of Irvington Ave,0,1,"View Incident
View Source"
81,85,479912,December 31,2015,Georgia,Statesboro,1699 Statesboro Place Circle,0,0,"View Incident
View Source"
81,85,1018271,December 31,2017,District of Columbia,Washington,600 block of Newton St NW,0,1,"View Incident
View Source"
81,85,740960,December 31,2016,North Carolina,Eden,1400 block of Fieldcrest Rd,0,1,"View Incident
View Source"
81,85,1290439,December 31,2018,Nebraska,Omaha,,0,0,"View Incident
View Source"
81,85,1505516,September 17,2019,New Jersey,Paterson,49 Sandy Ct,0,0,"View Incident
View Source"
82,86,476083,December 31,2015,Mississippi,Rolling Fork,68 Frontage Road,1,0,"View Incident
View Source"
82,86,741580,December 31,2016,California,Antioch,2301 Sycamore Dr,1,1,"View Incident
View Source"
82,86,1506348,September 17,2019,Alabama,Mobile,557 Azalea Rd,1,0,"View Incident
View Source"
82,86,1289414,December 31,2018,California,Oakland,6000 block of MacArthur Blvd,1,0,"View Incident
View Source"
82,86,1019170,December 31,2017,Kansas,Topeka,1000 block of SW 33rd Terrace,0,0,"View Incident
View Source"
83,87,1289312,December 31,2018,Missouri,Kansas City,4000 block of Troost Ave,0,2,"View Incident
View Source"
83,87,1506336,September 17,2019,Mississippi,Hattiesburg,400 block of Magnolia Ave,1,0,"View Incident
View Source"
83,87,1019163,December 31,2017,Colorado,Colorado Springs,7000 block of N Academy Blvd,0,1,"View Incident
View Source"
83,87,739018,December 31,2016,Florida,Sanford,911 S Palmetto Ave,0,1,"View Incident
View Source"
83,87,477266,December 31,2015,Georgia,Brunswick,500 block of P Street,0,0,"View Incident
View Source"
84,88,477262,December 31,2015,Pennsylvania,Darby (Collingdale),Macdade Blvd and Staley Ave,0,1,"View Incident
View Source"
84,88,1289091,December 31,2018,California,Wilmington,E St and Eubank Ave,0,1,"View Incident
View Source"
84,88,1506327,September 17,2019,Missouri,Saint Louis (Des Peres),80 W County Center Dr,0,0,"View Incident
View Source"
84,88,1018887,December 31,2017,Wisconsin,Milwaukee,40th and Sheridan,1,0,"View Incident
View Source"
84,88,738867,December 31,2016,Louisiana,New Orleans,2400 block of Martin Luther King Jr Boulevard,0,1,"View Incident
View Source"
85,89,1018726,December 31,2017,Hawaii,Mililani,,0,0,"View Incident
View Source"
85,89,1290099,December 31,2018,Arkansas,Fayetteville,1101 S Curtis Ave,0,1,"View Incident
View Source"
85,89,476023,December 31,2015,Pennsylvania,Philadelphia,3100 block of North 25th Street,1,0,"View Incident
View Source"
85,89,739081,December 31,2016,Ohio,Eaton,1139 Preble Dr,1,0,"View Incident
View Source"
85,89,1506325,September 16,2019,Massachusetts,Boston,800 Morrissey Blvd,1,0,"View Incident
View Source"
86,90,479132,December 31,2015,Alabama,Selma,,0,1,"View Incident
View Source"
86,90,1289071,December 31,2018,California,Los Angeles,13600 block of Vanowen St,1,0,"View Incident
View Source"
86,90,1505434,September 16,2019,Montana,Missoula,Garland Dr,0,0,"View Incident
View Source"
